sseqid,length,isolate
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5639,SRR14010947
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR374829
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR374829
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6575,ERR374829
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,17834,ERR1100554
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,11820,ERR1100554
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,10680,ERR1100554
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7885,ERR1100554
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,5854,ERR1100554
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1156241
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,ERR1156241
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15531,ERR1156241
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14020,ERR1156241
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9271,ERR1156241
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16654,ERR370012
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,15579,ERR370012
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,ERR370012
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,ERR370012
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9127,ERR370012
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8705,ERR375476
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8111,ERR375476
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5041,ERR375476
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10229,SRR14011005
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9984,SRR14011005
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9209,SRR14011005
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,14491,ERR1156197
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,11645,ERR1156197
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,9442,ERR1156197
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,9416,ERR1156197
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8530,ERR1156197
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR985032
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,13064,ERR985032
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8603,ERR985032
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6939,ERR985032
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7440,ERR985090
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR369954
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8200,ERR375037
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5537,ERR377442
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6402,SRR14026505
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13549,ERR369992
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR369992
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7959,ERR369992
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6579,ERR369992
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,SRR14026512
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,SRR14026512
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,SRR14026512
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13764,SRR14026512
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,5280,SRR14026512
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,9460,ERR375422
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8707,ERR375422
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7467,ERR375422
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,9456,ERR375333
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9407,ERR375333
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7959,ERR375333
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375436
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR375436
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR375436
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15063,ERR985024
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14128,ERR985024
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9405,ERR985024
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7204,ERR985024
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374804
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR374804
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR374804
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR374804
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13970,ERR374965
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9481,ERR374965
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8475,ERR374965
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7755,ERR1156248
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,20406,ERR1100598
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,18601,ERR1100598
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1100598
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,ERR1100598
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374913
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9884,ERR374913
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8622,ERR374913
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR374913
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,16903,ERR374867
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,11040,ERR374867
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8253,ERR374867
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6969,ERR1156245
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,13712,SRR14026490
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,11733,SRR14026490
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10244,SRR14026490
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9127,SRR14026490
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,16898,ERR1100541
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,11264,ERR1100541
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,ERR1100541
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,8052,ERR1100541
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5767,ERR1036037
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR1036037
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10631,ERR375270
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10229,ERR375270
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9331,ERR375270
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14379,ERR374919
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR374919
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6754,ERR374919
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1156226
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,ERR1156226
ICEberg|87|ICESpn9409|GenBank|FR671418|1..22765,14020,ERR1156226
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,12583,ERR1156226
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9119,ERR1156226
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7727,ERR984977
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6843,ERR984977
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,5474,ERR984977
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5870,ERR374921
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6402,SRR14026455
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR369941
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR369941
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR369941
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR369941
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR987516
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR987516
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR987516
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR987516
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14578,ERR985130
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8679,ERR985130
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR985130
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7559,ERR985130
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15066,ERR1036055
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR1036055
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9405,ERR1036055
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5885,ERR1036055
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374848
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9484,ERR374848
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR374848
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6607,ERR374848
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR374848
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,14546,ERR1156288
ICEberg|303|Tn916(pAM120)|GenBank|U49939|1344..19375,7263,ERR1156288
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR375028
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR375028
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6575,ERR375028
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1156181
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,ERR1156181
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,ERR1156181
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13759,ERR1156181
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6880,ERR377493
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR377493
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR1036028
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR1036028
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR1036028
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5370,ERR1036028
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9728,ERR1100573
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8948,ERR1100573
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6328,ERR1100573
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16359,SRR14026493
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,15529,SRR14026493
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11805,SRR14026493
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,SRR14026493
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9045,ERR374732
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375130
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8622,ERR375130
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6688,ERR375130
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR375130
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7107,ERR375339
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5138,ERR1156207
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,9460,ERR377443
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7653,ERR377443
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7467,ERR377443
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5041,ERR377443
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,13716,ERR1036026
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,ERR1036026
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9811,ERR1036026
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9768,ERR1036026
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8829,SRR14026514
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8108,SRR14026514
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5041,SRR14026514
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,17967,SRR14022766
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15979,SRR14022766
ICEberg|87|ICESpn9409|GenBank|FR671418|1..22765,14473,SRR14022766
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,12583,SRR14022766
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,8162,SRR14022766
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5170,SRR14022766
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14169,ERR374864
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9650,ERR374864
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7557,ERR374864
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9766,ERR1156300
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6328,ERR1156300
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5865,ERR1156300
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5163,ERR1156300
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7717,SRR14026462
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6467,SRR14026462
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,5280,SRR14026462
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,20487,SRR14011015
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,19309,SRR14011015
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,18693,SRR14011015
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14020,SRR14011015
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,13197,SRR14011015
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,10559,SRR14011015
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5639,SRR14011015
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9509,ERR1100621
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7920,ERR1100621
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5612,ERR1100621
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374856
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8724,ERR374856
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR374856
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6575,ERR374856
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375248
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR375248
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6579,ERR375248
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR375248
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR984985
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR984985
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8171,ERR984985
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,16903,SRR14026515
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,11834,SRR14026515
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8477,SRR14026515
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6437,SRR14026515
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16480,ERR1156287
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14144,ERR1156287
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,ERR1156287
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,10800,ERR1156287
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,ERR1156287
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5382,SRR14010967
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,16903,ERR375224
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9734,ERR375224
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9366,ERR375224
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,SRR14024973
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15979,SRR14024973
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14813,SRR14024973
ICEberg|87|ICESpn9409|GenBank|FR671418|1..22765,14473,SRR14024973
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,8415,SRR14024973
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5170,SRR14024973
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8782,ERR987617
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6887,ERR987617
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5519,ERR987617
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6300,ERR985073
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR375480
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR375480
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12904,ERR375311
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,9456,ERR375311
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5657,ERR375311
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7685,ERR1156222
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,SRR14011008
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7440,ERR374923
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR987631
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15982,ERR987631
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15030,ERR987631
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14023,ERR987631
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9274,ERR987631
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6275,ERR374813
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5488,ERR374813
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6402,SRR14026458
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,9460,ERR388703
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8707,ERR388703
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,7467,ERR388703
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9207,ERR369972
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8938,ERR369972
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,18008,ERR1156295
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11820,ERR1156295
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,10680,ERR1156295
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7885,ERR1156295
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,5854,ERR1156295
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,5280,SRR14024970
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375019
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9424,ERR375019
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR375019
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR375019
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,18738,ERR1156294
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,15378,ERR1156294
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,11749,ERR1156294
ICEberg|403|CTn7|GenBank|AM180355|3938102..3963961,11563,ERR1156294
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,6440,ERR1156294
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6326,ERR1156294
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5371,ERR1156294
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5163,ERR1156294
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10748,ERR1100620
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8014,ERR1100620
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6222,ERR1100620
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5045,ERR1100620
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6903,SRR14026533
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR985034
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR985034
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8171,ERR985034
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR985083
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR985083
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7115,ERR985083
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6377,ERR985083
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5138,ERR1156258
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9207,ERR375556
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8326,ERR375556
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,16580,ERR987645
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR987645
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5885,ERR987645
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,12666,SRR14022782
ICEberg|403|CTn7|GenBank|AM180355|3938102..3963961,12332,SRR14022782
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,10635,SRR14022782
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9165,SRR14022782
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR987591
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15979,ERR987591
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,ERR987591
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,12276,ERR987591
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,14988,ERR1036044
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,12952,ERR1036044
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9908,ERR1036044
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9732,ERR1036044
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7145,ERR374893
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5082,ERR375208
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,16903,ERR987620
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14972,ERR987620
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12912,ERR987620
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,12717,ERR987620
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,10956,ERR987620
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,8067,ERR987620
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR987650
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,12844,ERR987650
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6077,ERR987650
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5885,ERR987650
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12054,ERR377510
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7652,ERR377510
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374679
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR374679
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6688,ERR374679
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR374679
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR987585
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR987585
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8171,ERR987585
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR987615
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR987615
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6843,ERR987615
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6377,ERR987615
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5382,SRR14011000
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7440,ERR375156
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,21768,ERR1100599
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,17924,ERR1100599
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,13574,ERR1100599
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,12113,ERR1100599
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,9824,ERR1100599
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,6596,ERR1100599
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5800,ERR374820
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5670,ERR375394
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,11121,ERR374697
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10080,ERR374697
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9537,ERR374697
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR1036059
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9122,ERR1036059
